,News,Category
1352,၏_နိုင်ငံရေး_ဆိုင်ရာ_ဆွေးနွေး_ညှိနှိုင်း_ရေး_ကိုယ်စားလှယ်အဖွဲ့_(DPN)_တို့_ဧပြီ_၂၈_ရက်_က_တွေ့ဆုံ_ပြီး_နောက်_ဧပြီ_၂၉_ရက်_တွင်_,Politics
1353,KIO_က_UNFC_မှ_နုတ်ထွက်_ရန်_စာ_တင်_ခဲ့_ခြင်း_ဖြစ်သည်_။_,Politics
1354,စာ_တင်_ထား_တာ_ပဲ_။_ထွက်_မှာ_၊_မ_ထွက်_မှာ_က_UNFC Confe-rence_မှာ_မှ_ဆုံးဖြတ်_တဲ့_ဟာ_မျိုး_ဖြစ်_တယ်__ဟု_အဆိုပါ_KIO_,Politics
1355,ထိပ်_ပိုင်း_ခေါင်းဆောင်_က_ဆက်လက်_ပြောသည်_။_သို့ရာတွင်_KIO_က_UNFC_မှ_နုတ်ထွက်_ရ_သည့်_အကြောင်း_ကို_မူ_ရှင်းလင်း_စွာ_,Politics
1356,မ_သိရှိ_ရ_သေး_ပေ_။_,Politics
1357,UNFC_ညီလာခံ_ကို_မူလ_က_၂၀၁၇_မတ်လ_တွင်_ကျင်းပ_ရန်_သတ်_မှတ်ထား_သော်လည်း_နိုင်ငံရေး_၊_စစ်ရေး_အခြေအနေ_များ_အရ_,Politics
1358,ညီလာခံ_ကို_ရက်_အကန့်အသတ်_မရှိ_ရွှေ့ဆိုင်း_ထားသည်_။_လက်ရှိအချိန်_ထိ_ညီလာခံ_ကျင်းပ_မည့်_အချိန်_,Politics
1359,သတ်မှတ်_ခြင်း_မရှိသေး_ပေ_။_,Politics
1360,KIO_သည်_UNFC_၏_ဦးဆောင်_အဖွဲ့အစည်း_ဖြစ်ပြီး_KIO_ဒု_ဥက္ကဋ္ဌ_ဗိုလ်ချုပ်ကြီး_အင်_ဘန်_လ_သည်_UNFC_ဥက္ကဋ္ဌ_အဖြစ်_၂၀၁၁_,Politics
1361,ကတည်းက_ယခု_အချိန်_ထိ_တာဝန်ယူ_ခဲ့_သည်_။_,Politics
1362,KIO_အနေဖြင့်_တစ်ဖက်_တွင်_NCA_မထိုး_ဘဲ__ဝ_လက်နက်ကိုင်_အဖွဲ့_(UWSA)_,Politics
1363,ဦးဆောင်_သည့်_ကော်မတီ_ဖြင့်_နိုင်ငံရေး_ဆွေးနွေး_မည်_ဆို_သော_ပန်ဆန်း_ညီလာခံ_ဆုံးဖြတ်ချက်_တွင်_ပါဝင်_သည်_။_,Politics
1364,ယင်း_ညီလာခံ_ဆုံးဖြတ်ချက်_တွင်_ကော်မတီဝင်_အဖွဲ့အစည်း_များ_အနေဖြင့်_အစိုးရ_နှင့်_ဆွေးနွေး_ပါ_က_တစ်_ဖွဲ့_,Politics
1365,ချင်း_မ_ဆွေးနွေး_ဘဲ_မြောက်ပိုင်း_လက်နက်ကိုင်_ခုနစ်_ဖွဲ့_ပါ_သော_ကော်မတီ_ဖြင့်_သာ_ဆွေးနွေး_မည်_ဟု_ပါ_ရှိသည်_။_,Politics
1366,သို့ရာတွင်_KIO_အနေဖြင့်_အစိုးရ_နှင့်_တိုက်ရိုက်_တွေ့ဆုံ_ဆွေးနွေး_ရန်_ညှိနှိုင်း_နေ_ကြောင်း_UNFC_တွဲဖက်_အထွေထွေ_အတွင်းရေး_,Politics
1367,မှူး_ဦးထွန်းဇော်_က_မေလ_၁__ရက်_တွင်_ပြောကြား_သည်_။_,Politics
1368,ကျွန်တော်_တို့_ကြား_တာ_ကတော့__ဝ__က_သူ_နဲ့_အတူတူ_ရပ်_ချင်_လည်း_ရပ်_၊_မ_ရပ်_ဘူး_ဆိုလည်း_ကိုယ့်_သဘော_နဲ့_,Politics
1369,ကိုယ်လုပ်_ပါ_ပေါ့_။_ရပ်_မယ်_ဆို_ရင်_တော့_ခုနစ်_ဖွဲ့_လုံး_အတူတူ_တွေ့_ပါ_လို့_မေတ္တာရပ်ခံ_တယ်_လို့_ကြား_တယ်_။_,Politics
1370,အဲ_ဒါကြောင့်_ကေအိုင်အို_အနေ_နဲ့_ဒီ_ဘက်_က_ထွက်_တာ_လည်း_ဖြစ်_နိုင်_တယ်_။_ဒါမှမဟုတ်_ကေအိုင်အို_အနေ_နဲ့_ခေါင်းဆောင်မှု_ကို_,Politics
1371,၂၀၁၁_က__ယူလာ_ခဲ့_တာ_ခြောက်_နှစ်_မှာ_သူ_တို့_ခေါင်းဆောင်မှု_ကို_ဖယ်_လိုက်တဲ့_သဘော_လို့_မှတ်ယူ_ရ_မ_လို_ဖြစ်_နေ_တယ်__ဟု_,Politics
1372,ငြိမ်းချမ်းရေး_ဆွေးနွေး_ရေး_လုပ်ငန်းစဉ်_တွင်_ပါဝင်_ဆောင်ရွက်_နေ_သူ_တစ်ဦး_က_KIO_အဖွဲ့_UNFC_မှ_နုတ်ထွက်_ခြင်း_အပေါ်_,Politics
1373,သုံးသပ်_သည်_။_,Politics
1374,ကေအိုင်အို_အဖွဲ့_UNFC_မှ_နုတ်ထွက်_ရ_သည့်_အကြောင်း_အရင်း_နှင့်_ပတ်သက်_၍_အခြား_ရှုထောင့်_မှ_သုံးသပ်_မှု_များ_ရှိသည်_။_,Politics
1375,ကေအိုင်အို_၂၉_ရက်စွဲ_နဲ့_နုတ်ထွက်_ခွင့်_စာပို့_ထား_တယ်_။_အဲဒီလို_သတင်းကြား_တယ်_။_လက်မှတ်ထိုး_တာ_ကတော့_ကေအိုင်အို_,Politics
1376,လက်ရှိ_အတွင်းရေးမှူး_ပေါ့_။_ဆရာကြီး_လ_နန်_ဆို_တာ_ရှိ_တယ်_။_သူ_ကတော့_UNFC_က_ထွက်_ချင်_နေ_တာ_ကြာ_ပြီ_။_UNFC_က_,Politics
1377,ညီလာခံ_မခေါ်_ဘဲ_နဲ့_ရွှေ့ဆိုင်း_နေ_တော့_သူ_တို့_အနေ_နဲ့_စောင့်_ရတာ_ခက်_တာ_ပေါ့_ဗျာ_။_UNFC_က_ထွက်_မယ်_။__ဝ_ဘက်_မှာ_လည်း_,Politics
1378,မ_ပါ_တော့_ဘူး_။_ဒီ_အစိုးရ_နဲ့_သတ်သတ်_နှစ်_ဖွဲ့_ချင်း_အစည်းအဝေး_လုပ်_နိုင်_တာ_ပေါ့_ဟု_,Politics
1379,ဝါရင့်_တိုင်းရင်းသား_လက်နက်ကိုင်_အဖွဲ့_ခေါင်းဆောင်_ပအိုဝ်း_အဖွဲ့_PNLO_ဦးဆောင်_နာယက_ဗိုလ်မှူးကြီး_,Politics
1380,ခွန်_ဥက္ကာ_က_ပြောသည်_။_,Politics
1381,ကေအိုင်အို_အနေဖြင့်_အစိုးရ_သစ်_နှင့်_ဆွေးနွေး_ရန်_အမြဲတမ်း_ဗဟို_ကော်မတီဝင်_ဦး_ဆွမ်_လွတ်_ဂမ်_ဦးဆောင်_၍_ဆယ်_ဦးပါ_သည့်_,Politics
1382,ငြိမ်းချမ်းရေး_ဆွေးနွေး_ရေး_အဖွဲ့_ကို_ဖွဲ့စည်း_ထား_ကြောင်း_သတင်းရ_ရှိသည်_။_,Politics
1383,ဦး_ဆွမ်_လွတ်_ဂမ်_သည်_ယခင်_အစိုးရ_လက်ထက်_တွင်_ကေအိုင်အို_ငြိမ်းချမ်းရေး_ဆွေးနွေး_ရေး_အဖွဲ့_ကို_ဦး_ဆောင်ခဲ့_သည်_။_,Politics
1384,UNFC_ကို_၂၀၁၁_က__စတင်_၍__တိုင်းရင်းသား_လက်နက်ကိုင်_၁၂_ဖွဲ့_နှင့်_ဖွဲ့စည်း_ခဲ့_သည်_။_၂၀၁၄_တွင်_ကျင်းပ_သည့်_UNFC_,Politics
1385,ညီလာခံ_ကာလ_၌_အဖွဲ့_၏_ဖွဲ့စည်းပုံ_နှင့်_ပတ်သက်_၍_သဘောထား_ကွဲလွဲ_မှု_ဖြစ်ပေါ်_ရာ_မှတစ်ဆင့်_ကရင်_လက်နက်ကိုင်_အဖွဲ့_KNU_,Politics
1386,က_UNFC_တွင်_ပါဝင်_မှု_ယာယီ_ရပ်ဆိုင်း_ခဲ့_သည်_။_,Politics
1387,၂၀၁၅_တွင်_NCA_လက်မှတ်_ရေးထိုး_ခဲ့_သော_ပအိုဝ်း_လက်နက်ကိုင်_အဖွဲ့_(PNLO)_နှင့်_ချင်း_လက်နက်ကိုင်_အဖွဲ့_(CNF)_တို့_ကို_,Politics
1388,UNFC_က_အဖွဲ့ဝင်_အ_ဖြစ်မှ_ရပ်ဆိုင်း_ခဲ့_သည်_။_၂၀၁၆_တွင်_တ_အာင်း_လက်နက်ကိုင်_အဖွဲ့_(TNLA)_နှင့်_ကိုးကန့်_,Politics
1389,လက်နက်ကိုင်_အဖွဲ့_(MNDAA)_တို့_က_UNFC_မှ_နုတ်ထွက်_ခွင့်တောင်း_ဆို_၍_အဖွဲ့_၏_လုပ်ငန်းစဉ်_များ_တွင်_ပါဝင်_ဆောင်_,Politics
1390,ရွက်_ခြင်း_မ_ပြု_တော့_ပေ_။_လက်ရှိတွင်_UNFC_အဖွဲ့ဝင်_ခုနစ်_ဖွဲ့_ကျန်ရှိ_နေရာ_KIO_က_ယခုကဲ့သို့_နုတ်_ထွက်စာတင်_ခဲ့_ခြင်း_ဖြစ်သည်_။_,Politics
1391,လက်ရှိ_UNFC_အဖွဲ့_များသည်_KIO_၊_ရှမ်း_ပြည်_တိုးတက်ရေး_ပါတီ_(SSPP)_၊_မွန်_ပြည်_သစ်_ပါတီ_(NMSP)_၊_ကရင်နီ_အမျိုးသား_တိုး_,Politics
1392,တက်_ရေး_ပါတီ_(KNPP)_၊_ရခိုင်_ပြည်_အမျိုးသား_ကောင်စီ_(ANC)_၊__ဝ_အမျိုးသား_အဖွဲ့ချုပ်_(WNO)_၊_,Politics
1393,လားဟူ_ဒီ_မို_ကရက်_တစ်_အစည်းအရုံး_(LDU)_တို့_ဖြစ်သည်_။_UNFC_အဖွဲ့ဝင်_အားလုံး_သည်_NCA_ကို_လက်မှတ်_ရေးထိုး_ထား_ခြင်း_,Politics
1394,မရှိသေး_ပါ_။_,Politics
1395,ရခိုင်_အမျိုးသား_အဆင့်_နိုင်ငံရေး_ဆွေးနွေးပွဲ_ကျင်းပ_ခွင့်_ရရှိ_ရေး_အ_ပစ်_ရပ်_စာချုပ်_(NCA)_လက်မှတ်_ရေးထိုး_ထား_သည့်_တိုင်း_,Politics
1396,ရင်း_သား_လက်နက်ကိုင်_ရှစ်_ဖွဲ့_က_နိုင်ငံတော်_၏_အတိုင်ပင်ခံ_ပုဂ္ဂိုလ်_ဒေါ်အောင်ဆန်းစုကြည်_နှင့်_တပ်မတော်_,Politics
1397,ကာကွယ်ရေးဦးစီးချုပ်_ဗိုလ်ချုပ်မှူးကြီး_မင်း_အောင်လှိုင်_တို့_ထံ_စာပို့_တောင်းဆို_မည်_ဖြစ်ကြောင်း_သတင်းရ_ရှိသည်_။_,Politics
1398,NCA_လက်မှတ်ထိုး_ရှစ်_ဖွဲ့_မှ_ထိပ်သီး_ခေါင်းဆောင်_များ_ဖြင့်_ဖွဲ့စည်း_ထား_သော_ငြိမ်းချမ်းရေး_လုပ်ငန်းစဉ်_ဦးဆောင်_အဖွဲ့_(PPST)_,Politics
1399,အစည်းအဝေး_ကို_မေလ_၁၃_ရက်_က__ထိုင်းနိုင်ငံ_ချင်း_မိုင်_မြို့_၌_ကျင်းပ_ရာ_ယင်းသို့_ဆုံးဖြတ်_ခဲ့_သည်_။_,Politics
1400,ဒီ_ကိစ္စ_တွေ_(_အမျိုးသား_အဆင့်_နိုင်ငံရေး_ဆွေးနွေးပွဲ_တွေ_)_မ_လုပ်_နိုင်_သေး_တဲ့_အဖွဲ့_တွေ_အတွက်_,Politics
1401,ဘယ်လို_လုပ်ဆောင်_မ_လဲဆို_တဲ့_အပေါ်_မှာ_သက်ဆိုင်ရာ_တာဝန်ရှိ_တဲ့_နိုင်ငံတော်_အတိုင်ပင်ခံ_ပုဂ္ဂိုလ်_၊_,Politics
1402,တပ်မတော်ကာကွယ်ရေးဦးစီးချုပ်_တို့_ကို_ကျွန်တော်_တို့_တွေ_အနေ_နဲ့_အကျိုးအကြောင်း_ကို_တင်ပြ_သွား_ဖို့_နည်းလမ်း_ရှာ_မှာ_ဖြစ်_ပါ_,Politics
1403,တယ်_။_လောလောဆယ်_က_သီးခြား_ဆွေးနွေး_တာ_ထက်_စာ_ရင်_အခု_ပြော_နေ_တဲ့_လိုအပ်ချက်_တွေ_အ__ခြေ_အနေ_ကို_,Politics
1404,ပထမဆုံး_အနေ_နဲ့_အ__မြန်_စာပို့_သွား_မှာ_ဖြစ်_ပါ_တယ်_ဟု_PPST_အဖွဲ့ဝင်_မြန်မာနိုင်ငံ_လုံး_ဆိုင်ရာ_ကျောင်းသား_များ_ဒီ_မို_က_,Politics
1405,ရက်_တစ်တစ်_ဦး_( ABSDF)_ဥက္ကဋ္ဌ_ဦးသံခဲ_က_ပြောသည်_။_,Politics
1406,ရခိုင်ပြည်နယ်_တွင်_ရခိုင်_အမျိုးသား_အဆင့်_နိုင်ငံရေး_ဆွေးနွေးပွဲ_ကျင်းပ_နိုင်_ရေး_ဆက်လက်_ဆောင်ရွက်_မည်_ဟု_ကရင်_အမျိုး_,Politics
1407,သား_အစည်းအရုံး_(KNU)_ဒု_ဥက္ကဋ္ဌ_ပ_ဒို_စော_ကွယ်_ထူး_ဝင်း_က_ပြောသည်_။_,Politics
1408,ပင်လုံ_ညီလာခံ_မတိုင်မီ_အချိန်_က_နည်း_တဲ့_အပေါ်_မှာ_လာ_မယ့်_ပင်လုံ_ညီလာခံ_ပြီး_လို့_ရှိ_ရင်_တော့_ဆက်လက်_ပြီး_,Politics
1409,ကျင်းပ_သွား_ဖို့_ဆောင်ရွက်_သွား_မှာ_ပါ__ဟု_၎င်း_က_ပြောသည်_။_,Politics
1410,NCA_လက်မှတ်ထိုး_ထား_သည့်_တိုင်းရင်းသား_လက်နက်ကိုင်_အဖွဲ့_ရှစ်_ဖွဲ့_အနက်_ရှမ်း_လက်နက်ကိုင်_အဖွဲ့_(RCSS)_နှင့်_ရခိုင်_,Politics
1411,လက်နက်ကိုင်_အဖွဲ့_(ALP)_တို့သည်_အမျိုးသား_အဆင့်_နိုင်ငံရေး_ဆွေးနွေးပွဲ_မ_ကျင်းပ_နိုင်_ပေ_။_,Politics
